char	unicode	big5	category	dfs_code	compat_class	slot_source	t2s	note
貺	U+8CBA	DBE8	cjk	$2921	base-t2s-ime-glyph-patch	base-compatible	贶	glyph patch 贶->貺
貾	U+8CBE	DBE9	cjk	$2F47	cjk-extension	extension-page	貾	new/expanded DFS page
貰	U+8CB0	DBEA	cjk	$2920	base-t2s-ime-glyph-patch	base-compatible	贳	glyph patch 贳->貰
貹	U+8CB9	DBEB	cjk	$2F48	cjk-extension	extension-page	貹	new/expanded DFS page
貵	U+8CB5	DBEC	cjk	$2F49	cjk-extension	extension-page	貵	new/expanded DFS page
趄	U+8D84	DBED	cjk	$2D72	base-exact	base-compatible	趄	
趀	U+8D80	DBEE	cjk	$2F4A	cjk-extension	extension-page	趀	new/expanded DFS page
趉	U+8D89	DBEF	cjk	$2F60	cjk-extension	extension-page	趉	new/expanded DFS page
跘	U+8DD8	DBF0	cjk	$2F61	cjk-extension	extension-page	跘	new/expanded DFS page
跓	U+8DD3	DBF1	cjk	$2F62	cjk-extension	extension-page	跓	new/expanded DFS page
跍	U+8DCD	DBF2	cjk	$2F63	cjk-extension	extension-page	跍	new/expanded DFS page
跇	U+8DC7	DBF3	cjk	$2F64	cjk-extension	extension-page	跇	new/expanded DFS page
跖	U+8DD6	DBF4	cjk	$2DA3	base-exact	base-compatible	跖	
跜	U+8DDC	DBF5	cjk	$2F65	cjk-extension	extension-page	跜	new/expanded DFS page
跏	U+8DCF	DBF6	cjk	$2DA8	base-exact	base-compatible	跏	
跕	U+8DD5	DBF7	cjk	$2F66	cjk-extension	extension-page	跕	new/expanded DFS page
跙	U+8DD9	DBF8	cjk	$2F67	cjk-extension	extension-page	跙	new/expanded DFS page
跈	U+8DC8	DBF9	cjk	$2F68	cjk-extension	extension-page	跈	new/expanded DFS page
跗	U+8DD7	DBFA	cjk	$2DA4	base-exact	base-compatible	跗	
跅	U+8DC5	DBFB	cjk	$2F69	cjk-extension	extension-page	跅	new/expanded DFS page
軯	U+8EEF	DBFC	cjk	$2F6A	cjk-extension	extension-page	軯	new/expanded DFS page
軷	U+8EF7	DBFD	cjk	$2F6B	cjk-extension	extension-page	𫐈	new/expanded DFS page
軺	U+8EFA	DBFE	cjk	$28D7	base-t2s-ime-glyph-patch	base-compatible	轺	glyph patch 轺->軺
軹	U+8EF9	DC40	cjk	$28D2	base-t2s-ime-glyph-patch	base-compatible	轵	glyph patch 轵->軹
軦	U+8EE6	DC41	cjk	$2F6C	cjk-extension	extension-page	軦	new/expanded DFS page
軮	U+8EEE	DC42	cjk	$2F6D	cjk-extension	extension-page	軮	new/expanded DFS page
軥	U+8EE5	DC43	cjk	$2F6E	cjk-extension	extension-page	軥	new/expanded DFS page
軵	U+8EF5	DC44	cjk	$2F6F	cjk-extension	extension-page	軵	new/expanded DFS page
軧	U+8EE7	DC45	cjk	$2F70	cjk-extension	extension-page	軧	new/expanded DFS page
軨	U+8EE8	DC46	cjk	$2F71	cjk-extension	extension-page	𫐉	new/expanded DFS page
軶	U+8EF6	DC47	cjk	$2F72	cjk-extension	extension-page	軶	new/expanded DFS page
軫	U+8EEB	DC48	cjk	$28D4	base-t2s-ime-glyph-patch	base-compatible	轸	glyph patch 轸->軫
軱	U+8EF1	DC49	cjk	$2F73	cjk-extension	extension-page	軱	new/expanded DFS page
軬	U+8EEC	DC4A	cjk	$2F74	cjk-extension	extension-page	𫐊	new/expanded DFS page
軴	U+8EF4	DC4B	cjk	$2F75	cjk-extension	extension-page	軴	new/expanded DFS page
軩	U+8EE9	DC4C	cjk	$2F76	cjk-extension	extension-page	軩	new/expanded DFS page
逭	U+902D	DC4D	cjk	$1F05	base-exact	base-compatible	逭	
逴	U+9034	DC4E	cjk	$2F77	cjk-extension	extension-page	逴	new/expanded DFS page
逯	U+902F	DC4F	cjk	$1F06	base-exact	base-compatible	逯	
鄆	U+9106	DC50	cjk	$1AB1	base-t2s-ime-glyph-patch	base-compatible	郓	glyph patch 郓->鄆
鄬	U+912C	DC51	cjk	$2F78	cjk-extension	extension-page	鄬	new/expanded DFS page
鄄	U+9104	DC52	cjk	$1ABA	base-exact	base-compatible	鄄	
郿	U+90FF	DC53	cjk	$2F79	cjk-extension	extension-page	郿	new/expanded DFS page
郼	U+90FC	DC54	cjk	$2F7A	cjk-extension	extension-page	郼	new/expanded DFS page
鄈	U+9108	DC55	cjk	$2F7B	cjk-extension	extension-page	鄈	new/expanded DFS page
郹	U+90F9	DC56	cjk	$2F7C	cjk-extension	extension-page	郹	new/expanded DFS page
郻	U+90FB	DC57	cjk	$2F7D	cjk-extension	extension-page	郻	new/expanded DFS page
鄁	U+9101	DC58	cjk	$2F7E	cjk-extension	extension-page	鄁	new/expanded DFS page
鄀	U+9100	DC59	cjk	$2F7F	cjk-extension	extension-page	鄀	new/expanded DFS page
鄇	U+9107	DC5A	cjk	$2F80	cjk-extension	extension-page	鄇	new/expanded DFS page
鄅	U+9105	DC5B	cjk	$2F81	cjk-extension	extension-page	鄅	new/expanded DFS page
鄃	U+9103	DC5C	cjk	$2F82	cjk-extension	extension-page	鄃	new/expanded DFS page
酡	U+9161	DC5D	cjk	$2D80	base-exact	base-compatible	酡	
酤	U+9164	DC5E	cjk	$2D7E	base-exact	base-compatible	酤	
酟	U+915F	DC5F	cjk	$2F83	cjk-extension	extension-page	酟	new/expanded DFS page
酢	U+9162	DC60	cjk	$2D7F	base-exact	base-compatible	酢	
酠	U+9160	DC61	cjk	$2F84	cjk-extension	extension-page	酠	new/expanded DFS page
鈁	U+9201	DC62	cjk	$2AC7	base-t2s-ime-glyph-patch	base-compatible	钫	glyph patch 钫->鈁
鈊	U+920A	DC63	cjk	$2F85	cjk-extension	extension-page	鈊	new/expanded DFS page
鈥	U+9225	DC64	cjk	$2ACA	base-t2s-ime-glyph-patch	base-compatible	钬	glyph patch 钬->鈥
鈃	U+9203	DC65	cjk	$2F86	cjk-extension	extension-page	钘	new/expanded DFS page
鈚	U+921A	DC66	cjk	$2F87	cjk-extension	extension-page	鈚	new/expanded DFS page
鈦	U+9226	DC67	cjk	$2AC3	base-t2s-ime-glyph-patch	base-compatible	钛	glyph patch 钛->鈦
鈏	U+920F	DC68	cjk	$2F88	cjk-extension	extension-page	鈏	new/expanded DFS page
鈌	U+920C	DC69	cjk	$2F89	cjk-extension	extension-page	鈌	new/expanded DFS page
鈀	U+9200	DC6A	cjk	$2ACB	base-t2s-ime-glyph-patch	base-compatible	钯	glyph patch 钯->鈀
鈒	U+9212	DC6B	cjk	$2F8A	cjk-extension	extension-page	钑	new/expanded DFS page
釿	U+91FF	DC6C	cjk	$2F8B	cjk-extension	extension-page	𬬱	new/expanded DFS page
釽	U+91FD	DC6D	cjk	$2F8C	cjk-extension	extension-page	釽	new/expanded DFS page
鈆	U+9206	DC6E	cjk	$2F8D	cjk-extension	extension-page	𫓪	new/expanded DFS page
鈄	U+9204	DC6F	cjk	$2AC9	base-t2s-ime-glyph-patch	base-compatible	钭	glyph patch 钭->鈄
鈧	U+9227	DC70	cjk	$2AC8	base-t2s-ime-glyph-patch	base-compatible	钪	glyph patch 钪->鈧
鈂	U+9202	DC71	cjk	$2F8E	cjk-extension	extension-page	鈂	new/expanded DFS page
鈜	U+921C	DC72	cjk	$2F8F	cjk-extension	extension-page	鈜	new/expanded DFS page
鈤	U+9224	DC73	cjk	$2F90	cjk-extension	extension-page	鈤	new/expanded DFS page
鈙	U+9219	DC74	cjk	$2F91	cjk-extension	extension-page	鈙	new/expanded DFS page
鈗	U+9217	DC75	cjk	$2F92	cjk-extension	extension-page	𫟵	new/expanded DFS page
鈅	U+9205	DC76	cjk	$2F93	cjk-extension	extension-page	钥	new/expanded DFS page
鈖	U+9216	DC77	cjk	$2F94	cjk-extension	extension-page	𫟴	new/expanded DFS page
镻	U+957B	DC78	cjk	$2F95	cjk-extension	extension-page	镻	new/expanded DFS page
閍	U+958D	DC79	cjk	$2F96	cjk-extension	extension-page	𨸂	new/expanded DFS page
閌	U+958C	DC7A	cjk	$1E24	base-t2s-ime-glyph-patch	base-compatible	闶	glyph patch 闶->閌
閐	U+9590	DC7B	cjk	$2F97	cjk-extension	extension-page	𨸃	new/expanded DFS page
隇	U+9687	DC7C	cjk	$2F98	cjk-extension	extension-page	隇	new/expanded DFS page
陾	U+967E	DC7D	cjk	$2F99	cjk-extension	extension-page	陾	new/expanded DFS page
隈	U+9688	DC7E	cjk	$1A9B	base-exact	base-compatible	隈	
隉	U+9689	DCA1	cjk	$1A97	base-t2s-ime-glyph-patch	base-compatible	陧	glyph patch 陧->隉
隃	U+9683	DCA2	cjk	$2F9A	cjk-extension	extension-page	隃	new/expanded DFS page
隀	U+9680	DCA3	cjk	$2F9B	cjk-extension	extension-page	隀	new/expanded DFS page
雂	U+96C2	DCA4	cjk	$2F9C	cjk-extension	extension-page	雂	new/expanded DFS page
雈	U+96C8	DCA5	cjk	$2F9D	cjk-extension	extension-page	雈	new/expanded DFS page
雃	U+96C3	DCA6	cjk	$2F9E	cjk-extension	extension-page	雃	new/expanded DFS page
雱	U+96F1	DCA7	cjk	$2F9F	cjk-extension	extension-page	雱	new/expanded DFS page
雰	U+96F0	DCA8	cjk	$2FA0	cjk-extension	extension-page	雰	new/expanded DFS page
靬	U+976C	DCA9	cjk	$2FA1	cjk-extension	extension-page	靬	new/expanded DFS page
靰	U+9770	DCAA	cjk	$2FA2	cjk-extension	extension-page	靰	new/expanded DFS page
靮	U+976E	DCAB	cjk	$2FA3	cjk-extension	extension-page	靮	new/expanded DFS page
頇	U+9807	DCAC	cjk	$2C2E	base-t2s-ime-glyph-patch	base-compatible	顸	glyph patch 顸->頇
颩	U+98A9	DCAD	cjk	$2FA4	cjk-extension	extension-page	颩	new/expanded DFS page
飫	U+98EB	DCAE	cjk	$1DB4	base-t2s-ime-glyph-patch	base-compatible	饫	glyph patch 饫->飫
鳦	U+9CE6	DCAF	cjk	$2FA5	cjk-extension	extension-page	鳦	new/expanded DFS page
黹	U+9EF9	DCB0	cjk	$2A7D	base-exact	base-compatible	黹	
亃	U+4E83	DCB1	cjk	$2FA6	cjk-extension	extension-page	亃	new/expanded DFS page
亄	U+4E84	DCB2	cjk	$2FA7	cjk-extension	extension-page	亄	new/expanded DFS page
亶	U+4EB6	DCB3	cjk	$2FA8	cjk-extension	extension-page	亶	new/expanded DFS page
傽	U+50BD	DCB4	cjk	$2FA9	cjk-extension	extension-page	傽	new/expanded DFS page
傿	U+50BF	DCB5	cjk	$2FAA	cjk-extension	extension-page	傿	new/expanded DFS page
僆	U+50C6	DCB6	cjk	$2FAB	cjk-extension	extension-page	僆	new/expanded DFS page
傮	U+50AE	DCB7	cjk	$2FAC	cjk-extension	extension-page	傮	new/expanded DFS page
僄	U+50C4	DCB8	cjk	$2FAD	cjk-extension	extension-page	僄	new/expanded DFS page
僊	U+50CA	DCB9	cjk	$2FAE	cjk-extension	extension-page	僊	new/expanded DFS page
傴	U+50B4	DCBA	cjk	$19C1	base-t2s-ime-glyph-patch	base-compatible	伛	glyph patch 伛->傴
僈	U+50C8	DCBB	cjk	$2FAF	cjk-extension	extension-page	僈	new/expanded DFS page
僂	U+50C2	DCBC	cjk	$19FB	base-t2s-ime-glyph-patch	base-compatible	偻	glyph patch 偻->僂
傰	U+50B0	DCBD	cjk	$2FB0	cjk-extension	extension-page	傰	new/expanded DFS page
僁	U+50C1	DCBE	cjk	$2FB1	cjk-extension	extension-page	僁	new/expanded DFS page
傺	U+50BA	DCBF	cjk	$1A03	base-exact	base-compatible	傺	
傱	U+50B1	DCC0	cjk	$2FB2	cjk-extension	extension-page	傱	new/expanded DFS page
僋	U+50CB	DCC1	cjk	$2FB3	cjk-extension	extension-page	僋	new/expanded DFS page
僉	U+50C9	DCC2	cjk	$1A0F	base-t2s-ime-glyph-patch	base-compatible	佥	glyph patch 佥->僉
傶	U+50B6	DCC3	cjk	$2FB4	cjk-extension	extension-page	傶	new/expanded DFS page
傸	U+50B8	DCC4	cjk	$2FB5	cjk-extension	extension-page	傸	new/expanded DFS page
凗	U+51D7	DCC5	cjk	$2FB6	cjk-extension	extension-page	凗	new/expanded DFS page
剺	U+527A	DCC6	cjk	$2FB7	cjk-extension	extension-page	剺	new/expanded DFS page
剸	U+5278	DCC7	cjk	$2FB8	cjk-extension	extension-page	剸	new/expanded DFS page
剻	U+527B	DCC8	cjk	$2FB9	cjk-extension	extension-page	剻	new/expanded DFS page
剼	U+527C	DCC9	cjk	$2FBA	cjk-extension	extension-page	剼	new/expanded DFS page
嗃	U+55C3	DCCA	cjk	$2FBB	cjk-extension	extension-page	嗃	new/expanded DFS page
嗛	U+55DB	DCCB	cjk	$2FBC	cjk-extension	extension-page	嗛	new/expanded DFS page
嗌	U+55CC	DCCC	cjk	$1CE3	base-exact	base-compatible	嗌	
嗐	U+55D0	DCCD	cjk	$2FBD	cjk-extension	extension-page	嗐	new/expanded DFS page
嗋	U+55CB	DCCE	cjk	$2FBE	cjk-extension	extension-page	嗋	new/expanded DFS page
嗊	U+55CA	DCCF	cjk	$2FBF	cjk-extension	extension-page	唝	new/expanded DFS page
嗝	U+55DD	DCD0	cjk	$1CDD	base-exact	base-compatible	嗝	
嗀	U+55C0	DCD1	cjk	$2FC0	cjk-extension	extension-page	嗀	new/expanded DFS page
嗔	U+55D4	DCD2	cjk	$1CDB	base-exact	base-compatible	嗔	
嗄	U+55C4	DCD3	cjk	$1CDE	base-exact	base-compatible	嗄	
嗩	U+55E9	DCD4	cjk	$1CAB	base-t2s-ime-glyph-patch	base-compatible	唢	glyph patch 唢->嗩
喿	U+55BF	DCD5	cjk	$2FC1	cjk-extension	extension-page	喿	new/expanded DFS page
嗒	U+55D2	DCD6	cjk	$1CC4	base-exact	base-compatible	嗒	
喍	U+558D	DCD7	cjk	$2FC2	cjk-extension	extension-page	喍	new/expanded DFS page
嗏	U+55CF	DCD8	cjk	$2FC3	cjk-extension	extension-page	嗏	new/expanded DFS page
嗕	U+55D5	DCD9	cjk	$2FC4	cjk-extension	extension-page	嗕	new/expanded DFS page
嗢	U+55E2	DCDA	cjk	$2FC5	cjk-extension	extension-page	嗢	new/expanded DFS page
嗖	U+55D6	DCDB	cjk	$1CCC	base-exact	base-compatible	嗖	
嗈	U+55C8	DCDC	cjk	$2FC6	cjk-extension	extension-page	嗈	new/expanded DFS page
嗲	U+55F2	DCDD	cjk	$1CE1	base-exact	base-compatible	嗲	
嗍	U+55CD	DCDE	cjk	$1CE4	base-exact	base-compatible	嗍	
嗙	U+55D9	DCDF	cjk	$2FC7	cjk-extension	extension-page	嗙	new/expanded DFS page
嗂	U+55C2	DCE0	cjk	$2FC8	cjk-extension	extension-page	嗂	new/expanded DFS page
圔	U+5714	DCE1	cjk	$2FC9	cjk-extension	extension-page	圔	new/expanded DFS page
塓	U+5853	DCE2	cjk	$2FCA	cjk-extension	extension-page	塓	new/expanded DFS page
塨	U+5868	DCE3	cjk	$2FCB	cjk-extension	extension-page	塨	new/expanded DFS page
塤	U+5864	DCE4	cjk	$2FCC	cjk-extension	extension-page	埙	new/expanded DFS page
塏	U+584F	DCE5	cjk	$1AF6	base-t2s-ime-glyph-patch	base-compatible	垲	glyph patch 垲->塏
塍	U+584D	DCE6	cjk	$29AD	base-exact	base-compatible	塍	
塉	U+5849	DCE7	cjk	$2FCD	cjk-extension	extension-page	塉	new/expanded DFS page
塯	U+586F	DCE8	cjk	$2FCE	cjk-extension	extension-page	塯	new/expanded DFS page
塕	U+5855	DCE9	cjk	$2FCF	cjk-extension	extension-page	塕	new/expanded DFS page
塎	U+584E	DCEA	cjk	$2FD0	cjk-extension	extension-page	塎	new/expanded DFS page
塝	U+585D	DCEB	cjk	$2FD1	cjk-extension	extension-page	塝	new/expanded DFS page
塙	U+5859	DCEC	cjk	$2FD2	cjk-extension	extension-page	塙	new/expanded DFS page
塥	U+5865	DCED	cjk	$1B17	base-exact	base-compatible	塥	
塛	U+585B	DCEE	cjk	$2FD3	cjk-extension	extension-page	塛	new/expanded DFS page
堽	U+583D	DCEF	cjk	$2FD4	cjk-extension	extension-page	堽	new/expanded DFS page
塣	U+5863	DCF0	cjk	$2FD5	cjk-extension	extension-page	塣	new/expanded DFS page
塱	U+5871	DCF1	cjk	$2FD6	cjk-extension	extension-page	塱	new/expanded DFS page
壼	U+58FC	DCF2	cjk	$2FD7	cjk-extension	extension-page	壸	new/expanded DFS page
嫇	U+5AC7	DCF3	cjk	$2FD8	cjk-extension	extension-page	嫇	new/expanded DFS page
嫄	U+5AC4	DCF4	cjk	$2FD9	cjk-extension	extension-page	嫄	new/expanded DFS page
嫋	U+5ACB	DCF5	cjk	$2FDA	cjk-extension	extension-page	袅	new/expanded DFS page
媺	U+5ABA	DCF6	cjk	$2FDB	cjk-extension	extension-page	媺	new/expanded DFS page
媸	U+5AB8	DCF7	cjk	$1F72	base-exact	base-compatible	媸	
媱	U+5AB1	DCF8	cjk	$2FDC	cjk-extension	extension-page	媱	new/expanded DFS page
媵	U+5AB5	DCF9	cjk	$29AE	base-exact	base-compatible	媵	
媰	U+5AB0	DCFA	cjk	$2FDD	cjk-extension	extension-page	㛀	new/expanded DFS page
媿	U+5ABF	DCFB	cjk	$2FDE	cjk-extension	extension-page	媿	new/expanded DFS page
嫈	U+5AC8	DCFC	cjk	$2FDF	cjk-extension	extension-page	嫈	new/expanded DFS page
媻	U+5ABB	DCFD	cjk	$2FE0	cjk-extension	extension-page	媻	new/expanded DFS page
嫆	U+5AC6	DCFE	cjk	$2FE1	cjk-extension	extension-page	嫆	new/expanded DFS page
媷	U+5AB7	DD40	cjk	$2FE2	cjk-extension	extension-page	媷	new/expanded DFS page
嫀	U+5AC0	DD41	cjk	$2FE3	cjk-extension	extension-page	嫀	new/expanded DFS page
嫊	U+5ACA	DD42	cjk	$2FE4	cjk-extension	extension-page	嫊	new/expanded DFS page
媴	U+5AB4	DD43	cjk	$2FE5	cjk-extension	extension-page	媴	new/expanded DFS page
媶	U+5AB6	DD44	cjk	$2FE6	cjk-extension	extension-page	媶	new/expanded DFS page
嫍	U+5ACD	DD45	cjk	$2FE7	cjk-extension	extension-page	嫍	new/expanded DFS page
媹	U+5AB9	DD46	cjk	$2FE8	cjk-extension	extension-page	媹	new/expanded DFS page
媐	U+5A90	DD47	cjk	$2FE9	cjk-extension	extension-page	媐	new/expanded DFS page
寖	U+5BD6	DD48	cjk	$2FEA	cjk-extension	extension-page	寖	new/expanded DFS page
寘	U+5BD8	DD49	cjk	$2FEB	cjk-extension	extension-page	寘	new/expanded DFS page
寙	U+5BD9	DD4A	cjk	$2FEC	cjk-extension	extension-page	寙	new/expanded DFS page
尟	U+5C1F	DD4B	cjk	$2FED	cjk-extension	extension-page	尟	new/expanded DFS page
尳	U+5C33	DD4C	cjk	$2FEE	cjk-extension	extension-page	尳	new/expanded DFS page
嵱	U+5D71	DD4D	cjk	$2FEF	cjk-extension	extension-page	嵱	new/expanded DFS page
嵣	U+5D63	DD4E	cjk	$2FF0	cjk-extension	extension-page	嵣	new/expanded DFS page
嵊	U+5D4A	DD4F	cjk	$1D69	base-exact	base-compatible	嵊	
嵥	U+5D65	DD50	cjk	$2FF1	cjk-extension	extension-page	嵥	new/expanded DFS page
嵲	U+5D72	DD51	cjk	$2FF2	cjk-extension	extension-page	嵲	new/expanded DFS page
嵬	U+5D6C	DD52	cjk	$1D63	base-exact	base-compatible	嵬	
嵞	U+5D5E	DD53	cjk	$2FF3	cjk-extension	extension-page	嵞	new/expanded DFS page
嵨	U+5D68	DD54	cjk	$2FF4	cjk-extension	extension-page	嵨	new/expanded DFS page
嵧	U+5D67	DD55	cjk	$2FF5	cjk-extension	extension-page	嵧	new/expanded DFS page
嵢	U+5D62	DD56	cjk	$2FF6	cjk-extension	extension-page	嵢	new/expanded DFS page
巰	U+5DF0	DD57	cjk	$1AD7	base-t2s-ime-glyph-patch	base-compatible	巯	glyph patch 巯->巰
幏	U+5E4F	DD58	cjk	$2FF7	cjk-extension	extension-page	幏	new/expanded DFS page
幎	U+5E4E	DD59	cjk	$2FF8	cjk-extension	extension-page	幎	new/expanded DFS page
幊	U+5E4A	DD5A	cjk	$2FF9	cjk-extension	extension-page	幊	new/expanded DFS page
幍	U+5E4D	DD5B	cjk	$2FFA	cjk-extension	extension-page	幍	new/expanded DFS page
幋	U+5E4B	DD5C	cjk	$2FFB	cjk-extension	extension-page	幋	new/expanded DFS page
廅	U+5EC5	DD5D	cjk	$2FFC	cjk-extension	extension-page	廅	new/expanded DFS page
廌	U+5ECC	DD5E	cjk	$3001	cjk-extension	extension-page	廌	new/expanded DFS page
廆	U+5EC6	DD5F	cjk	$3002	cjk-extension	extension-page	廆	new/expanded DFS page
廋	U+5ECB	DD60	cjk	$3003	cjk-extension	extension-page	廋	new/expanded DFS page
廇	U+5EC7	DD61	cjk	$3004	cjk-extension	extension-page	廇	new/expanded DFS page
彀	U+5F40	DD62	cjk	$29C8	base-exact	base-compatible	彀	
徯	U+5FAF	DD63	cjk	$3005	cjk-extension	extension-page	徯	new/expanded DFS page
徭	U+5FAD	DD64	cjk	$1D7C	base-exact	base-compatible	徭	
惷	U+60F7	DD65	cjk	$3006	cjk-extension	extension-page	惷	new/expanded DFS page
慉	U+6149	DD66	cjk	$3007	cjk-extension	extension-page	慉	new/expanded DFS page
慊	U+614A	DD67	cjk	$1E11	base-exact	base-compatible	慊	
愫	U+612B	DD68	cjk	$1E10	base-exact	base-compatible	愫	
慅	U+6145	DD69	cjk	$3008	cjk-extension	extension-page	慅	new/expanded DFS page
愶	U+6136	DD6A	cjk	$3009	cjk-extension	extension-page	愶	new/expanded DFS page
愲	U+6132	DD6B	cjk	$300A	cjk-extension	extension-page	愲	new/expanded DFS page
愮	U+612E	DD6C	cjk	$300B	cjk-extension	extension-page	愮	new/expanded DFS page
慆	U+6146	DD6D	cjk	$300C	cjk-extension	extension-page	慆	new/expanded DFS page
愯	U+612F	DD6E	cjk	$300D	cjk-extension	extension-page	愯	new/expanded DFS page
慏	U+614F	DD6F	cjk	$300E	cjk-extension	extension-page	慏	new/expanded DFS page
愩	U+6129	DD70	cjk	$300F	cjk-extension	extension-page	愩	new/expanded DFS page
慀	U+6140	DD71	cjk	$3010	cjk-extension	extension-page	慀	new/expanded DFS page
戠	U+6220	DD72	cjk	$3011	cjk-extension	extension-page	戠	new/expanded DFS page
酨	U+9168	DD73	cjk	$3012	cjk-extension	extension-page	酨	new/expanded DFS page
戣	U+6223	DD74	cjk	$3013	cjk-extension	extension-page	戣	new/expanded DFS page
戥	U+6225	DD75	cjk	$28EB	base-exact	base-compatible	戥	
戤	U+6224	DD76	cjk	$28EC	base-exact	base-compatible	戤	
揅	U+63C5	DD77	cjk	$3017	cjk-extension	extension-page	揅	new/expanded DFS page
揱	U+63F1	DD78	cjk	$3018	cjk-extension	extension-page	揱	new/expanded DFS page
揫	U+63EB	DD79	cjk	$3019	cjk-extension	extension-page	揫	new/expanded DFS page
搐	U+6410	DD7A	cjk	$067A	base-exact	base-compatible	搐	
搒	U+6412	DD7B	cjk	$301A	cjk-extension	extension-page	搒	new/expanded DFS page
搉	U+6409	DD7C	cjk	$301B	cjk-extension	extension-page	搉	new/expanded DFS page
搠	U+6420	DD7D	cjk	$1C40	base-exact	base-compatible	搠	
搤	U+6424	DD7E	cjk	$301C	cjk-extension	extension-page	搤	new/expanded DFS page
搳	U+6433	DDA1	cjk	$301D	cjk-extension	extension-page	搳	new/expanded DFS page
摃	U+6443	DDA2	cjk	$301E	cjk-extension	extension-page	摃	new/expanded DFS page
搟	U+641F	DDA3	cjk	$301F	cjk-extension	extension-page	搟	new/expanded DFS page
搕	U+6415	DDA4	cjk	$3020	cjk-extension	extension-page	搕	new/expanded DFS page
搘	U+6418	DDA5	cjk	$3021	cjk-extension	extension-page	搘	new/expanded DFS page
搹	U+6439	DDA6	cjk	$3023	cjk-extension	extension-page	搹	new/expanded DFS page
搷	U+6437	DDA7	cjk	$3024	cjk-extension	extension-page	搷	new/expanded DFS page
搢	U+6422	DDA8	cjk	$3025	cjk-extension	extension-page	搢	new/expanded DFS page
搣	U+6423	DDA9	cjk	$3026	cjk-extension	extension-page	搣	new/expanded DFS page
搌	U+640C	DDAA	cjk	$1C41	base-exact	base-compatible	搌	
搦	U+6426	DDAB	cjk	$1C42	base-exact	base-compatible	搦	
搰	U+6430	DDAC	cjk	$3027	cjk-extension	extension-page	搰	new/expanded DFS page
搨	U+6428	DDAD	cjk	$3028	cjk-extension	extension-page	搨	new/expanded DFS page
摁	U+6441	DDAE	cjk	$1C3C	base-exact	base-compatible	摁	
搵	U+6435	DDAF	cjk	$3029	cjk-extension	extension-page	揾	new/expanded DFS page
搯	U+642F	DDB0	cjk	$302A	cjk-extension	extension-page	搯	new/expanded DFS page
搊	U+640A	DDB1	cjk	$302B	cjk-extension	extension-page	搊	new/expanded DFS page
搚	U+641A	DDB2	cjk	$302C	cjk-extension	extension-page	搚	new/expanded DFS page
摀	U+6440	DDB3	cjk	$302D	cjk-extension	extension-page	摀	new/expanded DFS page
搥	U+6425	DDB4	cjk	$302E	cjk-extension	extension-page	搥	new/expanded DFS page
搧	U+6427	DDB5	cjk	$302F	cjk-extension	extension-page	搧	new/expanded DFS page
搋	U+640B	DDB6	cjk	$1C3D	base-exact	base-compatible	搋	
揧	U+63E7	DDB7	cjk	$3030	cjk-extension	extension-page	揧	new/expanded DFS page
搛	U+641B	DDB8	cjk	$1C3E	base-exact	base-compatible	搛	
搮	U+642E	DDB9	cjk	$3031	cjk-extension	extension-page	搮	new/expanded DFS page
搡	U+6421	DDBA	cjk	$1C43	base-exact	base-compatible	搡	
搎	U+640E	DDBB	cjk	$3032	cjk-extension	extension-page	搎	new/expanded DFS page
敯	U+656F	DDBC	cjk	$3033	cjk-extension	extension-page	敯	new/expanded DFS page
斒	U+6592	DDBD	cjk	$3034	cjk-extension	extension-page	斒	new/expanded DFS page
旓	U+65D3	DDBE	cjk	$3035	cjk-extension	extension-page	旓	new/expanded DFS page
暆	U+6686	DDBF	cjk	$3036	cjk-extension	extension-page	暆	new/expanded DFS page
暌	U+668C	DDC0	cjk	$2917	base-exact	base-compatible	暌	
暕	U+6695	DDC1	cjk	$3037	cjk-extension	extension-page	暕	new/expanded DFS page
暐	U+6690	DDC2	cjk	$3038	cjk-extension	extension-page	𬀩	new/expanded DFS page
