ext_index	char	unicode	big5	category	t2s	dfs_code	page	low	slot_source	compat_class	note
249	奭	U+596D	BC5D	cjk	奭	$151B	$15	$1B	extension-page	cjk-extension	new/expanded DFS page
250	嶔	U+5D94	BC6B	cjk	嵚	$151C	$15	$1C	extension-page	cjk-extension	new/expanded DFS page
251	廠	U+5EE0	BC74	cjk	厂	$151D	$15	$1D	extension-page	cjk-extension	new/expanded DFS page
252	慼	U+617C	BCA1	cjk	戚	$151E	$15	$1E	extension-page	cjk-extension	new/expanded DFS page
253	慾	U+617E	BCA4	cjk	欲	$151F	$15	$1F	extension-page	cjk-extension	new/expanded DFS page
254	憐	U+6190	BCA6	cjk	怜	$1520	$15	$20	extension-page	cjk-extension	new/expanded DFS page
255	撲	U+64B2	BCB3	cjk	扑	$1521	$15	$21	extension-page	cjk-extension	new/expanded DFS page
256	撚	U+649A	BCBF	cjk	撚	$1523	$15	$23	extension-page	cjk-extension	new/expanded DFS page
257	撢	U+64A2	BCC2	cjk	撢	$1524	$15	$24	extension-page	cjk-extension	new/expanded DFS page
258	暱	U+66B1	BCCA	cjk	暱	$1525	$15	$25	extension-page	cjk-extension	new/expanded DFS page
259	樑	U+6A11	BCD9	cjk	梁	$1526	$15	$26	extension-page	cjk-extension	new/expanded DFS page
260	歎	U+6B4E	BCDB	cjk	叹	$1527	$15	$27	extension-page	cjk-extension	new/expanded DFS page
261	潔	U+6F54	BCE4	cjk	洁	$1528	$15	$28	extension-page	cjk-extension	new/expanded DFS page
262	潠	U+6F60	BCF2	cjk	潠	$1529	$15	$29	extension-page	cjk-extension	new/expanded DFS page
263	潟	U+6F5F	BCF3	cjk	潟	$152A	$15	$2A	extension-page	cjk-extension	new/expanded DFS page
264	瞇	U+7787	BD4E	cjk	瞇	$152B	$15	$2B	extension-page	cjk-extension	new/expanded DFS page
265	瞋	U+778B	BD51	cjk	瞋	$152C	$15	$2C	extension-page	cjk-extension	new/expanded DFS page
266	確	U+78BA	BD54	cjk	确	$152D	$15	$2D	extension-page	cjk-extension	new/expanded DFS page
267	穀	U+7A40	BD5C	cjk	谷	$152E	$15	$2E	extension-page	cjk-extension	new/expanded DFS page
268	範	U+7BC4	BD64	cjk	范	$152F	$15	$2F	extension-page	cjk-extension	new/expanded DFS page
269	箠	U+7BA0	BD69	cjk	箠	$1530	$15	$30	extension-page	cjk-extension	new/expanded DFS page
270	緻	U+7DFB	BD6F	cjk	致	$1531	$15	$31	extension-page	cjk-extension	new/expanded DFS page
271	蔔	U+8514	BDB3	cjk	卜	$1532	$15	$32	extension-page	cjk-extension	new/expanded DFS page
272	蔆	U+8506	BDB7	cjk	蔆	$1533	$15	$33	extension-page	cjk-extension	new/expanded DFS page
273	蝨	U+8768	BDBE	cjk	虱	$1534	$15	$34	extension-page	cjk-extension	new/expanded DFS page
274	衝	U+885D	BDC4	cjk	冲	$1535	$15	$35	extension-page	cjk-extension	new/expanded DFS page
275	複	U+8907	BDC6	cjk	复	$1536	$15	$36	extension-page	cjk-extension	new/expanded DFS page
276	褕	U+8915	BDC9	cjk	褕	$1537	$15	$37	extension-page	cjk-extension	new/expanded DFS page
277	踫	U+8E2B	BDED	cjk	踫	$1538	$15	$38	extension-page	cjk-extension	new/expanded DFS page
278	踡	U+8E21	BDF4	cjk	踡	$1539	$15	$39	extension-page	cjk-extension	new/expanded DFS page
279	適	U+9069	BE41	cjk	适	$153A	$15	$3A	extension-page	cjk-extension	new/expanded DFS page
280	醃	U+9183	BE4D	cjk	腌	$153B	$15	$3B	extension-page	cjk-extension	new/expanded DFS page
281	銲	U+92B2	BE5A	cjk	銲	$153C	$15	$3C	extension-page	cjk-extension	new/expanded DFS page
282	頫	U+982B	BE66	cjk	𫖯	$153D	$15	$3D	extension-page	cjk-extension	new/expanded DFS page
283	颳	U+98B3	BE68	cjk	刮	$153E	$15	$3E	extension-page	cjk-extension	new/expanded DFS page
284	餘	U+9918	BE6C	cjk	余	$1540	$15	$40	extension-page	cjk-extension	new/expanded DFS page
285	髮	U+9AEE	BE76	cjk	发	$1541	$15	$41	extension-page	cjk-extension	new/expanded DFS page
286	鴃	U+9D03	BEA1	cjk	𫛞	$1542	$15	$42	extension-page	cjk-extension	new/expanded DFS page
287	儘	U+5118	BEA8	cjk	尽	$1543	$15	$43	extension-page	cjk-extension	new/expanded DFS page
288	勳	U+52F3	BEB1	cjk	勋	$1544	$15	$44	extension-page	cjk-extension	new/expanded DFS page
289	噹	U+5679	BEB4	cjk	当	$1545	$15	$45	extension-page	cjk-extension	new/expanded DFS page
290	噸	U+5678	BEB7	cjk	吨	$1546	$15	$46	extension-page	cjk-extension	new/expanded DFS page
291	嬝	U+5B1D	BEC5	cjk	嬝	$1547	$15	$47	extension-page	cjk-extension	new/expanded DFS page
292	彊	U+5F4A	BECA	cjk	彊	$1548	$15	$48	extension-page	cjk-extension	new/expanded DFS page
293	據	U+64DA	BEDA	cjk	据	$1549	$15	$49	extension-page	cjk-extension	new/expanded DFS page
294	暸	U+66B8	BEE9	cjk	暸	$154A	$15	$4A	extension-page	cjk-extension	new/expanded DFS page
295	樸	U+6A38	BEEB	cjk	朴	$1560	$15	$60	extension-page	cjk-extension	new/expanded DFS page
296	機	U+6A5F	BEF7	cjk	机	$1561	$15	$61	extension-page	cjk-extension	new/expanded DFS page
297	歷	U+6B77	BEFA	cjk	历	$1562	$15	$62	extension-page	cjk-extension	new/expanded DFS page
298	澱	U+6FB1	BEFD	cjk	淀	$1563	$15	$63	extension-page	cjk-extension	new/expanded DFS page
299	澦	U+6FA6	BF48	cjk	滪	$1564	$15	$64	extension-page	cjk-extension	new/expanded DFS page
300	澴	U+6FB4	BF4A	cjk	澴	$1565	$15	$65	extension-page	cjk-extension	new/expanded DFS page
301	燉	U+71C9	BF4C	cjk	炖	$1566	$15	$66	extension-page	cjk-extension	new/expanded DFS page
302	燐	U+71D0	BF4D	cjk	燐	$1567	$15	$67	extension-page	cjk-extension	new/expanded DFS page
303	燄	U+71C4	BF56	cjk	燄	$1568	$15	$68	extension-page	cjk-extension	new/expanded DFS page
304	璘	U+7498	BF5A	cjk	璘	$1569	$15	$69	extension-page	cjk-extension	new/expanded DFS page
305	璟	U+749F	BF5B	cjk	璟	$156A	$15	$6A	extension-page	cjk-extension	new/expanded DFS page
306	禦	U+79A6	BF6D	cjk	御	$156B	$15	$6B	extension-page	cjk-extension	new/expanded DFS page
307	穋	U+7A4B	BF72	cjk	穋	$156C	$15	$6C	extension-page	cjk-extension	new/expanded DFS page
308	簑	U+7C11	BF75	cjk	蓑	$156D	$15	$6D	extension-page	cjk-extension	new/expanded DFS page
309	築	U+7BC9	BF76	cjk	筑	$156E	$15	$6E	extension-page	cjk-extension	new/expanded DFS page
310	篛	U+7BDB	BF78	cjk	篛	$156F	$15	$6F	extension-page	cjk-extension	new/expanded DFS page
311	諮	U+8AEE	BFD4	cjk	咨	$1570	$15	$70	extension-page	cjk-extension	new/expanded DFS page
312	豭	U+8C6D	BFDE	cjk	豭	$1571	$15	$71	extension-page	cjk-extension	new/expanded DFS page
313	踴	U+8E34	BFE3	cjk	踊	$1572	$15	$72	extension-page	cjk-extension	new/expanded DFS page
314	錶	U+9336	BFF6	cjk	表	$1573	$15	$73	extension-page	cjk-extension	new/expanded DFS page
315	錡	U+9321	C042	cjk	锜	$1574	$15	$74	extension-page	cjk-extension	new/expanded DFS page
316	霑	U+9711	C04C	cjk	沾	$1575	$15	$75	extension-page	cjk-extension	new/expanded DFS page
317	餚	U+991A	C061	cjk	肴	$1576	$15	$76	extension-page	cjk-extension	new/expanded DFS page
318	鬨	U+9B28	C069	cjk	哄	$1577	$15	$77	extension-page	cjk-extension	new/expanded DFS page
319	鴒	U+9D12	C06F	cjk	鸰	$1578	$15	$78	extension-page	cjk-extension	new/expanded DFS page
320	優	U+512A	C075	cjk	优	$1579	$15	$79	extension-page	cjk-extension	new/expanded DFS page
321	嚐	U+5690	C07C	cjk	尝	$157A	$15	$7A	extension-page	cjk-extension	new/expanded DFS page
322	嶺	U+5DBA	C0AD	cjk	岭	$157B	$15	$7B	extension-page	cjk-extension	new/expanded DFS page
323	嶽	U+5DBD	C0AE	cjk	岳	$157C	$15	$7C	extension-page	cjk-extension	new/expanded DFS page
324	擭	U+64ED	C0C3	cjk	擭	$157D	$15	$7D	extension-page	cjk-extension	new/expanded DFS page
325	橾	U+6A7E	C0CF	cjk	橾	$157E	$15	$7E	extension-page	cjk-extension	new/expanded DFS page
326	歜	U+6B5C	C0D3	cjk	歜	$157F	$15	$7F	extension-page	cjk-extension	new/expanded DFS page
327	毚	U+6BDA	C0D5	cjk	毚	$1580	$15	$80	extension-page	cjk-extension	new/expanded DFS page
328	濘	U+6FD8	C0D7	cjk	泞	$1581	$15	$81	extension-page	cjk-extension	new/expanded DFS page
329	濛	U+6FDB	C0DB	cjk	蒙	$1582	$15	$82	extension-page	cjk-extension	new/expanded DFS page
330	濬	U+6FEC	C0E0	cjk	濬	$1583	$15	$83	extension-page	cjk-extension	new/expanded DFS page
331	濩	U+6FE9	C0E2	cjk	濩	$1584	$15	$84	extension-page	cjk-extension	new/expanded DFS page
332	濕	U+6FD5	C0E3	cjk	湿	$1585	$15	$85	extension-page	cjk-extension	new/expanded DFS page
333	燬	U+71EC	C0EC	cjk	毁	$1586	$15	$86	extension-page	cjk-extension	new/expanded DFS page
334	盪	U+76EA	C0FA	cjk	荡	$1587	$15	$87	extension-page	cjk-extension	new/expanded DFS page
335	瞭	U+77AD	C141	cjk	瞭	$1588	$15	$88	extension-page	cjk-extension	new/expanded DFS page
336	篠	U+7BE0	C151	cjk	筿	$1589	$15	$89	extension-page	cjk-extension	new/expanded DFS page
337	糢	U+7CE2	C155	cjk	糢	$158A	$15	$8A	extension-page	cjk-extension	new/expanded DFS page
338	繈	U+7E48	C166	cjk	𫄶	$158B	$15	$8B	extension-page	cjk-extension	new/expanded DFS page
339	縿	U+7E3F	C168	cjk	縿	$158C	$15	$8C	extension-page	cjk-extension	new/expanded DFS page
340	縯	U+7E2F	C169	cjk	𬙂	$158D	$15	$8D	extension-page	cjk-extension	new/expanded DFS page
341	薑	U+8591	C1A4	cjk	姜	$158E	$15	$8E	extension-page	cjk-extension	new/expanded DFS page
342	褽	U+893D	C1BA	cjk	褽	$158F	$15	$8F	extension-page	cjk-extension	new/expanded DFS page
343	谿	U+8C3F	C1C6	cjk	谿	$1590	$15	$90	extension-page	cjk-extension	new/expanded DFS page
344	賸	U+8CF8	C1CB	cjk	賸	$1591	$15	$91	extension-page	cjk-extension	new/expanded DFS page
345	醜	U+919C	C1E0	cjk	丑	$1592	$15	$92	extension-page	cjk-extension	new/expanded DFS page
346	鍊	U+934A	C1E5	cjk	炼	$1593	$15	$93	extension-page	cjk-extension	new/expanded DFS page
347	鍚	U+935A	C1ED	cjk	钖	$1594	$15	$94	extension-page	cjk-extension	new/expanded DFS page
348	闆	U+95C6	C1F3	cjk	板	$1595	$15	$95	extension-page	cjk-extension	new/expanded DFS page
349	餵	U+9935	C1FD	cjk	喂	$1596	$15	$96	extension-page	cjk-extension	new/expanded DFS page
350	嚮	U+56AE	C251	cjk	向	$1597	$15	$97	extension-page	cjk-extension	new/expanded DFS page
351	擾	U+64FE	C25A	cjk	扰	$1598	$15	$98	extension-page	cjk-extension	new/expanded DFS page
352	櫃	U+6AC3	C264	cjk	柜	$1599	$15	$99	extension-page	cjk-extension	new/expanded DFS page
353	櫂	U+6AC2	C267	cjk	櫂	$159A	$15	$9A	extension-page	cjk-extension	new/expanded DFS page
354	檮	U+6AAE	C268	cjk	梼	$159B	$15	$9B	extension-page	cjk-extension	new/expanded DFS page
355	檯	U+6AAF	C269	cjk	台	$159C	$15	$9C	extension-page	cjk-extension	new/expanded DFS page
356	瀋	U+700B	C26E	cjk	沈	$159D	$15	$9D	extension-page	cjk-extension	new/expanded DFS page
357	燻	U+71FB	C274	cjk	熏	$159E	$15	$9E	extension-page	cjk-extension	new/expanded DFS page
358	燸	U+71F8	C277	cjk	燸	$159F	$15	$9F	extension-page	cjk-extension	new/expanded DFS page
359	璿	U+74BF	C27B	cjk	璇	$15A0	$15	$A0	extension-page	cjk-extension	new/expanded DFS page
360	甕	U+7515	C27C	cjk	瓮	$15A1	$15	$A1	extension-page	cjk-extension	new/expanded DFS page
361	癒	U+7652	C2A1	cjk	愈	$15A2	$15	$A2	extension-page	cjk-extension	new/expanded DFS page
362	穠	U+7A60	C2AA	cjk	秾	$15A3	$15	$A3	extension-page	cjk-extension	new/expanded DFS page
363	繙	U+7E59	C2BA	cjk	繙	$15A4	$15	$A4	extension-page	cjk-extension	new/expanded DFS page
364	罈	U+7F48	C2BB	cjk	坛	$15A5	$15	$A5	extension-page	cjk-extension	new/expanded DFS page
365	薦	U+85A6	C2CB	cjk	荐	$15A6	$15	$A6	extension-page	cjk-extension	new/expanded DFS page
366	蟲	U+87F2	C2CE	cjk	虫	$15A7	$15	$A7	extension-page	cjk-extension	new/expanded DFS page
367	豐	U+8C50	C2D7	cjk	丰	$15A8	$15	$A8	extension-page	cjk-extension	new/expanded DFS page
368	蹟	U+8E5F	C2DD	cjk	迹	$15A9	$15	$A9	extension-page	cjk-extension	new/expanded DFS page
369	釐	U+91D0	C2E7	cjk	厘	$15AA	$15	$AA	extension-page	cjk-extension	new/expanded DFS page
370	鎔	U+9394	C2E8	cjk	镕	$15AB	$15	$AB	extension-page	cjk-extension	new/expanded DFS page
371	鎚	U+939A	C2F1	cjk	锤	$15AC	$15	$AC	extension-page	cjk-extension	new/expanded DFS page
372	鎗	U+9397	C2F2	cjk	鎗	$15AD	$15	$AD	extension-page	cjk-extension	new/expanded DFS page
373	離	U+96E2	C2F7	cjk	离	$15AE	$15	$AE	extension-page	cjk-extension	new/expanded DFS page
374	霤	U+9724	C2FC	cjk	霤	$15AF	$15	$AF	extension-page	cjk-extension	new/expanded DFS page
375	鞦	U+97A6	C2FE	cjk	秋	$15B0	$15	$B0	extension-page	cjk-extension	new/expanded DFS page
376	韹	U+97F9	C341	cjk	韹	$15B1	$15	$B1	extension-page	cjk-extension	new/expanded DFS page
377	颺	U+98BA	C347	cjk	飏	$15B2	$15	$B2	extension-page	cjk-extension	new/expanded DFS page
378	餽	U+993D	C34A	cjk	餽	$15B3	$15	$B3	extension-page	cjk-extension	new/expanded DFS page
379	鬆	U+9B06	C350	cjk	松	$15B4	$15	$B4	extension-page	cjk-extension	new/expanded DFS page
380	鯈	U+9BC8	C357	cjk	鯈	$15B5	$15	$B5	extension-page	cjk-extension	new/expanded DFS page
381	鼕	U+9F15	C35D	cjk	冬	$15B6	$15	$B6	extension-page	cjk-extension	new/expanded DFS page
382	儳	U+5133	C35F	cjk	儳	$15B7	$15	$B7	extension-page	cjk-extension	new/expanded DFS page
383	嚥	U+56A5	C360	cjk	咽	$15B8	$15	$B8	extension-page	cjk-extension	new/expanded DFS page
384	壞	U+58DE	C361	cjk	坏	$15B9	$15	$B9	extension-page	cjk-extension	new/expanded DFS page
385	懷	U+61F7	C368	cjk	怀	$15BA	$15	$BA	extension-page	cjk-extension	new/expanded DFS page
386	癡	U+7661	C3A8	cjk	痴	$15BB	$15	$BB	extension-page	cjk-extension	new/expanded DFS page
387	矇	U+77C7	C3A9	cjk	蒙	$15BC	$15	$BC	extension-page	cjk-extension	new/expanded DFS page
388	穫	U+7A6B	C3AC	cjk	获	$15BD	$15	$BD	extension-page	cjk-extension	new/expanded DFS page
389	簾	U+7C3E	C3AE	cjk	帘	$15BE	$15	$BE	extension-page	cjk-extension	new/expanded DFS page
390	簷	U+7C37	C3B2	cjk	簷	$15BF	$15	$BF	extension-page	cjk-extension	new/expanded DFS page
391	繫	U+7E6B	C3B4	cjk	系	$15C0	$15	$C0	extension-page	cjk-extension	new/expanded DFS page
392	繭	U+7E6D	C3B5	cjk	茧	$15C1	$15	$C1	extension-page	cjk-extension	new/expanded DFS page
393	羶	U+7FB6	C3BB	cjk	膻	$15C2	$15	$C2	extension-page	cjk-extension	new/expanded DFS page
394	臘	U+81D8	C3BE	cjk	腊	$15C3	$15	$C3	extension-page	cjk-extension	new/expanded DFS page
395	藷	U+85F7	C3C5	cjk	𫉄	$15C4	$15	$C4	extension-page	cjk-extension	new/expanded DFS page
396	蠍	U+880D	C3C8	cjk	蝎	$15C5	$15	$C5	extension-page	cjk-extension	new/expanded DFS page
397	譁	U+8B41	C3CF	cjk	哗	$15C6	$15	$C6	extension-page	cjk-extension	new/expanded DFS page
398	證	U+8B49	C3D2	cjk	证	$15C7	$15	$C7	extension-page	cjk-extension	new/expanded DFS page
399	譆	U+8B46	C3D6	cjk	𫍻	$15C8	$15	$C8	extension-page	cjk-extension	new/expanded DFS page
400	醱	U+91B1	C3E6	cjk	酦	$15C9	$15	$C9	extension-page	cjk-extension	new/expanded DFS page
401	鏟	U+93DF	C3EA	cjk	铲	$15CA	$15	$CA	extension-page	cjk-extension	new/expanded DFS page
402	願	U+9858	C440	cjk	愿	$15CB	$15	$CB	extension-page	cjk-extension	new/expanded DFS page
403	鬍	U+9B0D	C447	cjk	胡	$15CC	$15	$CC	extension-page	cjk-extension	new/expanded DFS page
404	孃	U+5B43	C45D	cjk	娘	$15CD	$15	$CD	extension-page	cjk-extension	new/expanded DFS page
405	巉	U+5DC9	C460	cjk	巉	$15CE	$15	$CE	extension-page	cjk-extension	new/expanded DFS page
406	懺	U+61FA	C462	cjk	忏	$15CF	$15	$CF	extension-page	cjk-extension	new/expanded DFS page
407	瀰	U+7030	C46A	cjk	弥	$15D0	$15	$D0	extension-page	cjk-extension	new/expanded DFS page
408	癢	U+7662	C46F	cjk	痒	$15D1	$15	$D1	extension-page	cjk-extension	new/expanded DFS page
409	癥	U+7665	C470	cjk	症	$15D2	$15	$D2	extension-page	cjk-extension	new/expanded DFS page
410	糰	U+7CF0	C47B	cjk	团	$15D3	$15	$D3	extension-page	cjk-extension	new/expanded DFS page
411	蘋	U+860B	C4AB	cjk	苹	$15D4	$15	$D4	extension-page	cjk-extension	new/expanded DFS page
412	蘇	U+8607	C4AC	cjk	苏	$15D5	$15	$D5	extension-page	cjk-extension	new/expanded DFS page
413	蠔	U+8814	C4AE	cjk	蚝	$15D6	$15	$D6	extension-page	cjk-extension	new/expanded DFS page
414	觸	U+89F8	C4B2	cjk	触	$15D7	$15	$D7	extension-page	cjk-extension	new/expanded DFS page
415	譟	U+8B5F	C4B7	cjk	噪	$15D8	$15	$D8	extension-page	cjk-extension	new/expanded DFS page
416	躂	U+8E82	C4BE	cjk	跶	$15D9	$15	$D9	extension-page	cjk-extension	new/expanded DFS page
417	鐘	U+9418	C4C1	cjk	钟	$15DA	$15	$DA	extension-page	cjk-extension	new/expanded DFS page
418	饑	U+9951	C4C8	cjk	饥	$15DB	$15	$DB	extension-page	cjk-extension	new/expanded DFS page
419	騵	U+9A35	C4CD	cjk	𫘪	$15DC	$15	$DC	extension-page	cjk-extension	new/expanded DFS page
420	鹹	U+9E79	C4D0	cjk	咸	$15DD	$15	$DD	extension-page	cjk-extension	new/expanded DFS page
421	麵	U+9EB5	C4D1	cjk	面	$15DE	$15	$DE	extension-page	cjk-extension	new/expanded DFS page
422	黨	U+9EE8	C4D2	cjk	党	$15DF	$15	$DF	extension-page	cjk-extension	new/expanded DFS page
423	齣	U+9F63	C4D5	cjk	出	$15E0	$15	$E0	extension-page	cjk-extension	new/expanded DFS page
424	儸	U+5138	C4D8	cjk	㑩	$15E1	$15	$E1	extension-page	cjk-extension	new/expanded DFS page
425	櫺	U+6AFA	C4E7	cjk	櫺	$15E2	$15	$E2	extension-page	cjk-extension	new/expanded DFS page
426	瓖	U+74D6	C4EC	cjk	瓖	$15E3	$15	$E3	extension-page	cjk-extension	new/expanded DFS page
427	矓	U+77D3	C4EF	cjk	眬	$15E4	$15	$E4	extension-page	cjk-extension	new/expanded DFS page
428	籐	U+7C50	C4F0	cjk	籐	$15E5	$15	$E5	extension-page	cjk-extension	new/expanded DFS page
429	蘗	U+8617	C4F4	cjk	蘗	$15E6	$15	$E6	extension-page	cjk-extension	new/expanded DFS page
430	蠟	U+881F	C4FA	cjk	蜡	$15E7	$15	$E7	extension-page	cjk-extension	new/expanded DFS page
431	襬	U+896C	C4FC	cjk	摆	$15E8	$15	$E8	extension-page	cjk-extension	new/expanded DFS page
432	闢	U+95E2	C550	cjk	辟	$15E9	$15	$E9	extension-page	cjk-extension	new/expanded DFS page
433	鶸	U+9DB8	C564	cjk	鶸	$15EA	$15	$EA	extension-page	cjk-extension	new/expanded DFS page
434	灑	U+7051	C578	cjk	洒	$15EB	$15	$EB	extension-page	cjk-extension	new/expanded DFS page
435	聽	U+807D	C5A5	cjk	听	$15EC	$15	$EC	extension-page	cjk-extension	new/expanded DFS page
436	觼	U+89FC	C5A9	cjk	觼	$15ED	$15	$ED	extension-page	cjk-extension	new/expanded DFS page
437	鑒	U+9452	C5B3	cjk	鉴	$15EE	$15	$EE	extension-page	cjk-extension	new/expanded DFS page
438	髒	U+9AD2	C5BC	cjk	脏	$15EF	$15	$EF	extension-page	cjk-extension	new/expanded DFS page
439	鬚	U+9B1A	C5BD	cjk	须	$15F0	$15	$F0	extension-page	cjk-extension	new/expanded DFS page
440	囌	U+56CC	C5C8	cjk	苏	$15F1	$15	$F1	extension-page	cjk-extension	new/expanded DFS page
441	巖	U+5DD6	C5C9	cjk	岩	$15F2	$15	$F2	extension-page	cjk-extension	new/expanded DFS page
442	曬	U+66EC	C5CE	cjk	晒	$15F3	$15	$F3	extension-page	cjk-extension	new/expanded DFS page
443	欐	U+6B10	C5CF	cjk	𪲔	$15F4	$15	$F4	extension-page	cjk-extension	new/expanded DFS page
444	籤	U+7C64	C5D2	cjk	签	$15F5	$15	$F5	extension-page	cjk-extension	new/expanded DFS page
445	籣	U+7C63	C5D3	cjk	籣	$15F6	$15	$F6	extension-page	cjk-extension	new/expanded DFS page
446	籥	U+7C65	C5D4	cjk	籥	$15F7	$15	$F7	extension-page	cjk-extension	new/expanded DFS page
447	纖	U+7E96	C5D6	cjk	纤	$15F8	$15	$F8	extension-page	cjk-extension	new/expanded DFS page
448	纔	U+7E94	C5D7	cjk	才	$15F9	$15	$F9	extension-page	cjk-extension	new/expanded DFS page
449	臢	U+81E2	C5D8	cjk	臜	$15FA	$15	$FA	extension-page	cjk-extension	new/expanded DFS page
450	鑤	U+9464	C5E1	cjk	鑤	$15FB	$15	$FB	extension-page	cjk-extension	new/expanded DFS page
451	驚	U+9A5A	C5E5	cjk	惊	$15FC	$15	$FC	extension-page	cjk-extension	new/expanded DFS page
452	體	U+9AD4	C5E9	cjk	体	$1601	$16	$01	extension-page	cjk-extension	new/expanded DFS page
453	黴	U+9EF4	C5F0	cjk	霉	$1602	$16	$02	extension-page	cjk-extension	new/expanded DFS page
454	蠶	U+8836	C5FA	cjk	蚕	$1603	$16	$03	extension-page	cjk-extension	new/expanded DFS page
455	鑪	U+946A	C644	cjk	𬬻	$1604	$16	$04	extension-page	cjk-extension	new/expanded DFS page
456	韆	U+97C6	C648	cjk	千	$1605	$16	$05	extension-page	cjk-extension	new/expanded DFS page
457	鼇	U+9F07	C652	cjk	鼇	$1606	$16	$06	extension-page	cjk-extension	new/expanded DFS page
458	籬	U+7C6C	C658	cjk	篱	$1607	$16	$07	extension-page	cjk-extension	new/expanded DFS page
459	讚	U+8B9A	C667	cjk	赞	$1608	$16	$08	extension-page	cjk-extension	new/expanded DFS page
460	豔	U+8C54	C676	cjk	艳	$1609	$16	$09	extension-page	cjk-extension	new/expanded DFS page
461	鬱	U+9B31	C67B	cjk	郁	$160A	$16	$0A	extension-page	cjk-extension	new/expanded DFS page
462	籲	U+7C72	C67E	cjk	吁	$160B	$16	$0B	extension-page	cjk-extension	new/expanded DFS page
463	乂	U+4E42	C940	cjk	乂	$160C	$16	$0C	extension-page	cjk-extension	new/expanded DFS page
464	兀	U+FA0C	C94A	cjk	兀	$160D	$16	$0D	extension-page	cjk-extension	new/expanded DFS page
465	丏	U+4E0F	C94D	cjk	丏	$160E	$16	$0E	extension-page	cjk-extension	new/expanded DFS page
466	冇	U+5187	C94E	cjk	冇	$160F	$16	$0F	extension-page	cjk-extension	new/expanded DFS page
467	丮	U+4E2E	C950	cjk	丮	$1610	$16	$10	extension-page	cjk-extension	new/expanded DFS page
468	仈	U+4EC8	C954	cjk	仈	$1611	$16	$11	extension-page	cjk-extension	new/expanded DFS page
469	冘	U+5198	C955	cjk	冘	$1612	$16	$12	extension-page	cjk-extension	new/expanded DFS page
470	勼	U+52FC	C956	cjk	勼	$1613	$16	$13	extension-page	cjk-extension	new/expanded DFS page
471	卬	U+536C	C957	cjk	卬	$1617	$16	$17	extension-page	cjk-extension	new/expanded DFS page
472	厹	U+53B9	C958	cjk	厹	$1618	$16	$18	extension-page	cjk-extension	new/expanded DFS page
473	圠	U+5720	C959	cjk	圠	$1619	$16	$19	extension-page	cjk-extension	new/expanded DFS page
474	夃	U+5903	C95A	cjk	夃	$161A	$16	$1A	extension-page	cjk-extension	new/expanded DFS page
475	夬	U+592C	C95B	cjk	夬	$161B	$16	$1B	extension-page	cjk-extension	new/expanded DFS page
476	尐	U+5C10	C95C	cjk	尐	$161C	$16	$1C	extension-page	cjk-extension	new/expanded DFS page
477	巿	U+5DFF	C95D	cjk	巿	$161D	$16	$1D	extension-page	cjk-extension	new/expanded DFS page
478	旡	U+65E1	C95E	cjk	旡	$161E	$16	$1E	extension-page	cjk-extension	new/expanded DFS page
479	毌	U+6BCC	C960	cjk	毌	$161F	$16	$1F	extension-page	cjk-extension	new/expanded DFS page
480	丱	U+4E31	C963	cjk	丱	$1620	$16	$20	extension-page	cjk-extension	new/expanded DFS page
481	丼	U+4E3C	C964	cjk	丼	$1621	$16	$21	extension-page	cjk-extension	new/expanded DFS page
482	仜	U+4EDC	C966	cjk	仜	$1623	$16	$23	extension-page	cjk-extension	new/expanded DFS page
483	仩	U+4EE9	C967	cjk	仩	$1624	$16	$24	extension-page	cjk-extension	new/expanded DFS page
